time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
0.816,-1.0125,-158.125,-2.1125,-12.875,-1017.75,-230.375,1043.5772,31.977,89.5586,600
0.817,-1.0875,-157.85,-1.7,51.5,-1048.5,-209.25,1070.4158,31.977,89.5586,600
0.818,-0.85,-157.3375,-1.525,110.5,-1070,-196.875,1093.5584,31.9727,89.5509,600
0.819,-0.35,-156.8125,-1.5,112.5,-1079.625,-155.625,1096.5699,31.977,89.5586,600
0.82,-0.025,-156.3,-1.625,58.25,-1063.125,-86.875,1068.258,31.977,89.5586,600
0.821,-0.2375,-155.6125,-1.8875,27.625,-1053,-35.75,1053.9688,31.977,89.5586,600
0.822,-0.6875,-155.1625,-2.0625,-69.625,-1037.5,-28.875,1040.2344,31.977,89.5586,600
0.823,-0.7875,-154.9875,-2.25,-147.25,-1015.25,-34.875,1026.4655,31.977,89.5586,600
0.824,-0.85,-155.0375,-2.4375,-238.5,-977.5,-33.625,1006.7369,31.977,89.5586,600
0.825,-1.275,-155.3625,-2.6375,-313.75,-937,-45.75,989.1922,31.977,89.5586,600
0.826,-2,-155.7625,-2.8375,-333.375,-923.375,-94.25,986.2268,31.977,89.5586,600
0.827,-2.5,-156.2625,-2.8875,-360,-911.375,-166.75,993.9869,31.977,89.5586,600
0.828,-2.375,-156.65,-2.9375,-313.125,-931.25,-218.5,1006.487,31.977,89.5586,600
0.829,-1.975,-157.25,-2.85,-295.75,-941.75,-233.25,1014.2814,31.977,89.5586,600
0.83,-1.825,-157.675,-2.8375,-224.125,-955.5,-232.625,1008.6261,31.977,89.5586,600
0.831,-1.8875,-157.8875,-2.6125,-151.25,-987.25,-247.875,1029.0681,31.977,89.5586,600
0.832,-1.6,-158,-2.3125,-52.5,-1003.5,-257,1037.2162,31.977,89.5586,600
0.833,-0.9875,-157.8625,-1.95,37.25,-1028.75,-236.75,1056.2976,31.9727,89.5509,600
0.834,-0.725,-157.55,-1.625,84.625,-1052,-198.25,1073.8568,31.977,89.5586,600
0.835,-0.65,-157.05,-1.55,123,-1062,-152.375,1079.9033,31.9684,89.5432,600
0.836,-0.65,-156.45,-1.5,78.75,-1068.875,-123.875,1078.907,31.977,89.5586,600
0.837,-0.5375,-155.8375,-1.675,34.125,-1067,-98.25,1072.0572,31.9727,89.5509,600
0.838,-0.4,-155.475,-1.8125,-34.5,-1044.625,-65.25,1047.2293,31.9684,89.5432,600
0.839,-0.4375,-155.225,-2.0125,-130.875,-1029.375,-22.25,1037.8999,31.977,89.5586,600
0.84,-0.725,-155.1625,-2.175,-209.5,-996.375,-7.75,1018.1913,31.977,89.5586,600
0.841,-1.225,-155.45,-2.375,-297.625,-958.375,-36.125,1004.1754,31.977,89.5586,600
0.842,-1.6,-155.85,-2.6875,-327.125,-940.5,-86.625,999.5273,31.977,89.5586,600
0.843,-1.725,-156.325,-2.8,-350.875,-908.375,-124.375,981.6963,31.977,89.5586,600
0.844,-1.9625,-156.7125,-2.95,-318.5,-909.75,-147.375,975.0932,31.977,89.5586,600
0.845,-2.325,-157.1,-2.925,-281,-921.875,-178.25,980.0957,31.977,89.5586,600
0.846,-2.45,-157.475,-2.8125,-227.5,-943.875,-228.25,997.3737,31.977,89.5586,600
0.847,-2.125,-157.8,-2.6,-147,-980.5,-262.625,1025.6516,31.9813,89.5663,600
0.848,-1.5,-157.975,-2.325,-79.625,-997.25,-257.5,1033.0314,31.9727,89.5509,600
0.849,-1.1625,-157.9,-2.1,6.625,-1016.875,-226.625,1041.8433,31.977,89.5586,600
0.85,-1.2125,-157.6375,-1.825,69.375,-1038.375,-209,1061.469,31.977,89.5586,600
0.851,-1.05,-157.2125,-1.6375,102.625,-1062.625,-209.375,1087.907,31.977,89.5586,600
0.852,-0.45,-156.5625,-1.5,109.375,-1064.5,-184.375,1085.8717,31.977,89.5586,600
0.853,-0.15,-155.875,-1.5125,62,-1056.375,-122.875,1065.303,31.9727,89.5509,600
0.854,-0.3625,-155.325,-1.7625,10.5,-1046.125,-63.625,1048.1106,31.9684,89.5432,600
0.855,-0.8,-155.025,-2.025,-72.125,-1031.875,-40.5,1035.1851,31.977,89.5586,600
0.856,-0.9,-154.825,-2.2625,-168.25,-1027.875,-47.25,1042.6254,31.977,89.5586,600
0.857,-0.825,-154.8875,-2.425,-251.625,-993.75,-51.25,1026.3921,31.977,89.5586,600
0.858,-1.0625,-155.2625,-2.5375,-318.75,-956.5,-55.625,1009.7465,31.977,89.5586,600
0.859,-1.65,-155.725,-2.725,-327.75,-930.875,-80.375,990.1558,31.977,89.5586,600
0.86,-2.2,-156.175,-2.8625,-334.125,-915.125,-133.125,983.2678,31.977,89.5586,600
0.861,-2.225,-156.575,-3.025,-295.875,-925.75,-180.625,988.5244,31.9813,89.5663,600
0.862,-1.9875,-156.975,-2.9875,-247.125,-934.25,-205.125,987.912,31.9684,89.5432,600
0.863,-2.025,-157.25,-2.8125,-184.625,-954.625,-219.125,996.7001,31.977,89.5586,600
0.864,-2.0375,-157.4,-2.5375,-112.875,-984.25,-232.625,1017.6459,31.9813,89.5663,600
0.865,-1.7375,-157.5625,-2.2625,-53.625,-1008.25,-242.25,1038.3298,31.977,89.5586,600
0.866,-1.325,-157.425,-2.0875,30.875,-1045.5,-238.625,1072.8306,31.977,89.5586,600
0.867,-0.85,-157.125,-1.825,66.625,-1054.25,-214.875,1077.9857,31.977,89.5586,600
0.868,-0.5,-156.725,-1.6875,93,-1061.5,-176.5,1080.085,31.9727,89.5509,600
0.869,-0.425,-156.1875,-1.575,60.75,-1061.625,-143.25,1072.9673,31.977,89.5586,600
0.87,-0.425,-155.7125,-1.65,4,-1050.625,-109,1056.2717,31.9727,89.5509,600
0.871,-0.3,-155.3875,-1.85,-57.875,-1049.625,-74.5,1053.856,31.9727,89.5509,600
0.872,-0.275,-155.2375,-2.025,-163,-1027,-42.875,1040.7383,31.977,89.5586,600
0.873,-0.4375,-155.1625,-2.3,-228.375,-996.25,-19.75,1022.2814,31.977,89.5586,600
0.874,-0.95,-155.45,-2.425,-312.75,-959.5,-22.75,1009.4406,31.9727,89.5509,600
0.875,-1.3125,-155.8875,-2.625,-323.625,-935.625,-51.625,991.3589,31.977,89.5586,600
0.876,-1.6625,-156.3875,-2.7,-330.25,-914.875,-89.75,976.7888,31.9813,89.5663,600
0.877,-2,-156.7625,-2.8,-299.625,-910.875,-122.125,966.6348,31.9813,89.5663,600
0.878,-2.225,-157.0125,-2.875,-247.125,-926.625,-152.375,971.0421,31.977,89.5586,600
0.879,-2.3625,-157.3125,-2.825,-225,-935.75,-189,980.8028,31.9727,89.5509,600
0.88,-2.3875,-157.5875,-2.8375,-148.375,-978.125,-231.25,1015.9824,31.9727,89.5509,600
0.881,-2.0875,-157.925,-2.475,-99.375,-1000.125,-259.625,1038.0417,31.9727,89.5509,600
0.882,-1.6,-157.925,-2.0625,-6.625,-1025,-252.875,1055.7531,31.9727,89.5509,600
0.883,-1.2625,-157.675,-1.7,52.875,-1052.125,-231.5,1078.5894,31.977,89.5586,600
0.884,-0.9875,-157.2,-1.625,79,-1056.125,-210.625,1079.8166,31.9813,89.5663,600
0.885,-0.6625,-156.625,-1.6375,94.125,-1062.5,-187.375,1082.9936,31.9727,89.5509,600
0.886,-0.425,-156.125,-1.6375,49.375,-1067.75,-162.125,1081.1163,31.977,89.5586,600
0.887,-0.225,-155.6375,-1.8,16.25,-1058.5,-116.75,1065.0431,31.977,89.5586,600
0.888,-0.2625,-155.25,-1.975,-59.5,-1047.125,-62.875,1050.697,31.9727,89.5509,600
0.889,-0.55,-154.9625,-2.0625,-151,-1022.125,-28.875,1033.6219,31.977,89.5586,600
0.89,-0.85,-154.9125,-2.25,-226.75,-989,-28,1015.0471,31.977,89.5586,600
0.891,-1.175,-155.2125,-2.3875,-304.25,-954.125,-52.5,1002.8354,31.977,89.5586,600
0.892,-1.425,-155.6875,-2.7,-322.375,-929.5,-82,987.2284,31.9813,89.5663,600
0.893,-1.75,-156.2,-2.8625,-317,-912.75,-114.5,972.9912,31.9813,89.5663,600
0.894,-2.0375,-156.575,-2.9375,-291.625,-918.5,-148,974.9828,31.977,89.5586,600
0.895,-2.15,-156.85,-2.9125,-225.875,-937.875,-180.5,981.4323,31.977,89.5586,600
0.896,-2.1,-157.15,-2.725,-196,-948.75,-209,991.0719,31.977,89.5586,600
0.897,-1.9625,-157.275,-2.5625,-118.625,-971.75,-227.375,1005.0221,31.9727,89.5509,600
0.898,-1.85,-157.4,-2.275,-66.375,-996.25,-242.375,1027.4558,31.9684,89.5432,600
0.899,-1.5125,-157.3,-2.025,17.5,-1027.5,-244.125,1056.2478,31.977,89.5586,600
0.9,-1.025,-157.025,-1.85,76.125,-1056.75,-224.75,1083.0642,31.9684,89.5432,600
0.901,-0.5875,-156.5625,-1.6625,78.625,-1061.375,-190.75,1081.242,31.9727,89.5509,600
0.902,-0.375,-155.975,-1.6,78.25,-1053.375,-150.75,1066.9806,31.9727,89.5509,600
0.903,-0.5375,-155.575,-1.575,18.5,-1052.625,-126.25,1060.3305,31.977,89.5586,600
0.904,-0.4875,-155.15,-1.9125,-12.5,-1052.625,-93.875,1056.8766,31.9684,89.5432,600
0.905,-0.3,-154.7625,-2.1625,-106,-1042.375,-50.75,1048.9791,31.9727,89.5509,600
0.906,-0.3,-154.5625,-2.325,-198.5,-1025,-9.75,1044.0892,31.9684,89.5432,600
0.907,-0.65,-154.775,-2.35,-275.875,-977.75,-6.125,1015.9427,31.9727,89.5509,600
0.908,-1.2875,-155.375,-2.4125,-364.25,-926,-40,995.8685,31.977,89.5586,600
0.909,-1.725,-155.875,-2.65,-339,-910.375,-88.75,975.4897,31.9727,89.5509,600
0.91,-2.025,-156.4875,-2.6875,-329.625,-904.875,-129.75,971.744,31.9727,89.5509,600
0.911,-2.0375,-156.7875,-2.875,-258,-919.5,-145.875,966.0868,31.977,89.5586,600
0.912,-2.2375,-157.025,-2.725,-232.375,-931.375,-166.875,974.3227,31.9727,89.5509,600
0.913,-2.3625,-157.3125,-2.525,-192.875,-945.625,-207.375,987.123,31.977,89.5586,600
0.914,-2.1125,-157.7125,-2.3375,-116,-973.75,-245.875,1010.9894,31.977,89.5586,600
0.915,-1.7875,-157.85,-2.0625,-69.25,-1006.75,-262.75,1042.7745,31.9727,89.5509,600
0.916,-1.3375,-157.6125,-1.9375,39.75,-1053.75,-246.875,1083.0126,31.977,89.5586,600
0.917,-0.9875,-157.225,-1.7,72.625,-1074,-215.75,1097.8609,31.9684,89.5432,600
0.918,-0.7,-156.7,-1.625,86.5,-1083.5,-185.625,1102.6836,31.9727,89.5509,600
0.919,-0.375,-156.2125,-1.575,73.375,-1076,-154.625,1089.5269,31.9727,89.5509,600
0.92,-0.2625,-155.7125,-1.675,18.125,-1066.625,-116,1073.0673,31.977,89.5586,600
0.921,-0.225,-155.1875,-1.9125,-14.125,-1059.75,-71.375,1062.2448,31.977,89.5586,600
0.922,-0.35,-154.8875,-1.9875,-113,-1038.5,-35.75,1045.2413,31.977,89.5586,600
0.923,-0.475,-154.7,-2.2625,-189.125,-1005.375,-15.625,1023.1282,31.9684,89.5432,600
0.924,-0.85,-154.8375,-2.3875,-293.25,-955.375,-24.875,999.6778,31.977,89.5586,600
0.925,-1.3625,-155.3625,-2.575,-354.75,-908.875,-59.375,977.4593,31.9727,89.5509,600
0.926,-1.8625,-156.05,-2.725,-338.75,-900.75,-112.875,968.9391,31.9727,89.5509,600
0.927,-2.075,-156.5875,-2.725,-326.125,-900.625,-159.5,971.0423,31.977,89.5586,600
0.928,-2,-156.85,-2.775,-251.75,-922.875,-183.125,973.9667,31.9727,89.5509,600
0.929,-1.975,-157.175,-2.625,-233.625,-936.5,-198,985.3004,31.977,89.5586,600
0.93,-2.0125,-157.3625,-2.525,-162.5,-955.125,-219.125,993.3206,31.977,89.5586,600
0.931,-1.95,-157.5875,-2.225,-92.5,-985.375,-240.75,1018.568,31.9727,89.5509,600
0.932,-1.6625,-157.625,-1.9625,-38.125,-1013.625,-252.625,1045.327,31.977,89.5586,600
0.933,-1.2625,-157.3875,-1.8625,57.375,-1059.625,-238.375,1087.6211,31.9855,89.574,600
0.934,-0.95,-157,-1.6375,68.875,-1080.25,-209.25,1102.4833,31.977,89.5586,600
0.935,-0.6375,-156.4,-1.6625,86.75,-1093.375,-165.125,1109.1712,31.977,89.5586,600
0.936,-0.3875,-155.7875,-1.7375,56.125,-1093.5,-125.625,1102.1225,31.977,89.5586,600
0.937,-0.2125,-155.225,-1.9125,9.875,-1071.25,-85.75,1074.7219,31.977,89.5586,600
0.938,-0.2125,-154.75,-2.0875,-51.25,-1060.5,-49.25,1062.8793,31.977,89.5586,600
0.939,-0.3375,-154.6125,-2.175,-170.25,-1020.125,-14.625,1034.3375,31.977,89.5586,600
0.94,-0.4625,-154.7125,-2.4125,-244.875,-971,3.125,1001.4063,31.9684,89.5432,600
0.941,-1.1,-155.1,-2.375,-347.5,-919.625,-20.5,983.3039,31.9684,89.5432,600
0.942,-1.725,-155.6625,-2.6,-381.375,-881.25,-75.25,963.1776,31.977,89.5586,600
0.943,-2.125,-156.425,-2.75,-360,-880.25,-135.5,960.625,31.977,89.5586,600
0.944,-2.1,-157.0625,-2.8875,-324.25,-892.75,-166.875,964.3588,31.9727,89.5509,600
0.945,-2.025,-157.45,-2.9125,-249.625,-913.5,-182,964.323,31.977,89.5586,600
0.946,-2.225,-157.8125,-2.575,-205.875,-942.125,-203,985.4913,31.977,89.5586,600
0.947,-2.175,-157.9875,-2.2875,-121.25,-973.25,-237,1009.0025,31.9727,89.5509,600
0.948,-1.825,-158.1375,-1.9375,-54.375,-1005.375,-256.625,1039.0341,31.977,89.5586,600
0.949,-1.3875,-158.1,-1.8,2.875,-1037.375,-248,1066.6111,31.977,89.5586,600
0.95,-1.1375,-157.6875,-1.725,79.625,-1068.625,-221.625,1094.2656,31.977,89.5586,600
0.951,-0.925,-157.1625,-1.5875,91.25,-1096.125,-195.75,1117.1995,31.977,89.5586,600
0.952,-0.55,-156.5125,-1.5875,112.625,-1105.5,-158.375,1122.4515,31.977,89.5586,600
0.953,-0.2625,-155.8625,-1.625,48.75,-1094.5,-110.125,1101.106,31.9727,89.5509,600
0.954,-0.1625,-155.3375,-1.9,-6.375,-1071.75,-60.375,1073.4681,31.9684,89.5432,600
0.955,-0.4,-155,-2.1,-90,-1050.625,-29.75,1054.8924,31.977,89.5586,600
0.956,-0.575,-154.8875,-2.25,-200.25,-1015.125,-26.125,1035.0176,31.977,89.5586,600
0.957,-0.6375,-155.0625,-2.4875,-275.5,-960.875,-30.5,1000.0556,31.977,89.5586,600
0.958,-1.05,-155.5125,-2.6,-362,-901.375,-52.75,972.7813,31.9727,89.5509,600
0.959,-1.7125,-156.05,-2.825,-363.375,-875.25,-95.75,952.5083,31.9727,89.5509,600
0.96,-2.2625,-156.7375,-2.9125,-348.125,-879.875,-151,958.2129,31.9684,89.5432,600
0.961,-2.275,-157.25,-2.85,-288.5,-906,-186.5,968.943,31.977,89.5586,600
0.962,-2.0125,-157.5125,-2.7125,-216.875,-934.5,-201.75,980.3204,31.977,89.5586,600
0.963,-1.925,-157.825,-2.375,-166.625,-954.125,-210.125,991.0958,31.9684,89.5432,600
0.964,-1.9625,-158.0125,-2.1375,-81.125,-981.375,-222,1009.4366,31.977,89.5586,600
0.965,-2.025,-158.0375,-1.85,-30.125,-1016.75,-239.625,1045.0398,31.977,89.5586,600
0.966,-1.525,-157.75,-1.775,62.75,-1058.25,-237.25,1086.3324,31.977,89.5586,600
0.967,-1.0125,-157.35,-1.6875,94.625,-1087.625,-212.875,1112.2939,31.9727,89.5509,600
0.968,-0.6375,-156.6625,-1.8375,110.125,-1107,-173.125,1125.8547,31.9727,89.5509,600
0.969,-0.425,-155.9875,-1.9,91.125,-1103,-134.125,1114.8553,31.9727,89.5509,600
0.97,-0.35,-155.3625,-1.9375,14,-1085.5,-94.5,1089.6956,31.9727,89.5509,600
0.971,-0.3125,-154.9375,-2.075,-31.875,-1070.625,-57,1072.615,31.977,89.5586,600
0.972,-0.3375,-154.7625,-2.1625,-155.5,-1029.375,-26.75,1041.3975,31.9813,89.5663,600
0.973,-0.3875,-154.65,-2.45,-227.125,-989.125,-4,1014.8744,31.977,89.5586,600
0.974,-0.7125,-155.025,-2.525,-336.5,-919,-11.25,978.7338,31.977,89.5586,600
0.975,-1.4375,-155.5875,-2.6875,-362.75,-876.5,-53.25,950.0923,31.977,89.5586,600
0.976,-2.075,-156.35,-2.7,-357.25,-874.5,-116,951.753,31.9684,89.5432,600
0.977,-2.1875,-157,-2.725,-322.875,-880.625,-157.25,951.0395,31.977,89.5586,600
0.978,-2.0875,-157.325,-2.8,-244.875,-915,-172.125,962.7127,31.977,89.5586,600
0.979,-2.15,-157.55,-2.625,-214.375,-929.875,-186,972.2243,31.9727,89.5509,600
0.98,-2.2125,-157.7375,-2.4125,-119.25,-967.75,-216.25,998.7616,31.9727,89.5509,600
0.981,-2.025,-158.025,-2,-61.25,-1007.375,-244.875,1038.518,31.9727,89.5509,600
0.982,-1.65,-157.9375,-1.7875,2.5,-1039.625,-247.625,1068.7116,31.9813,89.5663,600
0.983,-1.325,-157.525,-1.675,64.625,-1076.375,-227.625,1102.0765,31.977,89.5586,600
0.984,-1.1125,-157.025,-1.6375,79.875,-1094.25,-208.25,1116.7503,31.977,89.5586,600
0.985,-0.85,-156.375,-1.8125,95,-1118.625,-186.75,1138.0784,31.977,89.5586,600
0.986,-0.425,-155.7625,-1.9625,52.75,-1110.875,-147.625,1121.8819,31.977,89.5586,600
0.987,-0.025,-155.2125,-2.0875,-4.625,-1083.5,-84,1086.7611,31.977,89.5586,600
0.988,-0.0375,-154.825,-2.0875,-90.5,-1057.5,-33.375,1061.89,31.9727,89.5509,600
0.989,-0.375,-154.75,-2.15,-208.625,-1009.125,-21.75,1030.6943,31.977,89.5586,600
0.99,-0.6125,-154.975,-2.4,-296.875,-966.125,-35.125,1011.319,31.9727,89.5509,600
0.991,-0.7625,-155.4125,-2.6625,-366,-906.5,-50,978.876,31.9727,89.5509,600
0.992,-1.2625,-155.9625,-2.8125,-370.25,-870.5,-69.625,948.5267,31.977,89.5586,600
0.993,-2.05,-156.5875,-2.8625,-335.375,-872.75,-109.125,941.3167,31.977,89.5586,600
0.994,-2.4625,-157.2125,-2.825,-296.25,-886.5,-158,947.9506,31.9727,89.5509,600
0.995,-2.2875,-157.6875,-2.7875,-214.125,-923.875,-187.125,966.649,31.977,89.5586,600
0.996,-1.95,-158.025,-2.525,-161,-943.875,-193.75,976.9135,31.977,89.5586,600
0.997,-1.9875,-158.125,-2.225,-86.375,-974.75,-203.875,999.5815,31.977,89.5586,600
0.998,-2.0875,-158.05,-1.925,-1,-1021.5,-226.625,1046.3375,31.977,89.5586,600
0.999,-1.7625,-157.9125,-1.725,23,-1040.5,-244.125,1069.0025,31.977,89.5586,600
1,-1.15,-157.5125,-1.8625,99.875,-1083.875,-227,1111.8853,31.977,89.5586,600
1.001,-0.6625,-157.0625,-1.825,75.125,-1088.375,-186.5,1106.7909,31.9727,89.5509,600
1.002,-0.5875,-156.275,-1.95,98.5,-1091.25,-140.75,1104.6897,31.9727,89.5509,600
1.003,-0.7125,-155.6375,-1.95,38.75,-1094.125,-116.125,1100.9524,31.9727,89.5509,600
1.004,-0.4875,-155.175,-2.1125,-41.5,-1066.875,-92.125,1071.649,31.9813,89.5663,600
1.005,-0.2125,-154.9125,-2.25,-138.75,-1049,-51.5,1059.3889,31.977,89.5586,600
1.006,-0.225,-155.025,-2.2125,-270.625,-998.5,-15.75,1034.644,31.9642,89.5355,600
1.007,-0.6625,-155.3625,-2.425,-322.375,-950,-13.875,1003.3036,31.977,89.5586,600
1.008,-1.3875,-156.025,-2.4,-390.25,-903.875,-62.25,986.4888,31.9813,89.5663,600
1.009,-1.7375,-156.5875,-2.6,-335.875,-888.375,-115,956.6855,31.977,89.5586,600
1.01,-1.7375,-157.2,-2.675,-304.875,-884.875,-137.125,945.9153,31.9727,89.5509,600
1.011,-1.825,-157.5125,-2.8,-217.125,-897.25,-129.75,932.2209,31.977,89.5586,600
1.012,-2.325,-157.6875,-2.6625,-149,-927.375,-158.25,952.5064,31.977,89.5586,600
1.013,-2.5375,-157.7375,-2.45,-90.25,-963,-209.875,989.728,31.977,89.5586,600
1.014,-2.0875,-157.6125,-2.2625,-14.875,-1011.25,-253,1042.5243,31.977,89.5586,600
1.015,-1.525,-157.525,-1.9875,17.625,-1048,-249.375,1077.4055,31.977,89.5586,600
1.016,-1.25,-157.15,-1.925,81.125,-1080,-224.25,1106.0151,31.977,89.5586,600
1.017,-1.3,-156.7875,-1.7,70.125,-1101.5,-215.5,1124.571,31.9727,89.5509,600
1.018,-0.925,-156.2125,-1.7375,79.25,-1111.375,-214.375,1134.6328,31.977,89.5586,600
1.019,-0.2125,-155.7125,-1.7875,18.5,-1084.375,-180.625,1099.4711,31.9727,89.5509,600
1.02,0.175,-155.15,-2.0625,-40,-1058.5,-111.375,1065.0947,31.9727,89.5509,600
1.021,-0.0875,-154.8125,-2.1875,-112.75,-1026.375,-53.5,1033.9345,31.9727,89.5509,600
1.022,-0.575,-154.6875,-2.2625,-207.5,-998.75,-38.75,1020.8131,31.9727,89.5509,600
1.023,-0.7875,-154.875,-2.425,-292.5,-967.5,-44.25,1011.7166,31.9727,89.5509,600
1.024,-0.7375,-155.4,-2.5375,-353.625,-913.125,-41,980.0658,31.977,89.5586,600
1.025,-1.175,-156.025,-2.6625,-364.625,-882,-46.5,955.53,31.977,89.5586,600
1.026,-1.925,-156.7125,-2.75,-323.375,-885.875,-77.75,946.251,31.977,89.5586,600
1.027,-2.3875,-157.2,-2.7,-267.625,-903.25,-127.25,950.6189,31.977,89.5586,600
1.028,-2.2375,-157.5,-2.625,-186.125,-932,-152,962.4814,31.977,89.5586,600
1.029,-2.0125,-157.6375,-2.55,-119.25,-949.25,-160.75,970.122,31.977,89.5586,600
1.03,-2.1125,-157.625,-2.325,-58.375,-970.5,-174.125,987.7233,31.9727,89.5509,600
1.031,-2.3,-157.4875,-2.1125,18.875,-1017.25,-207.625,1038.3939,31.9684,89.5432,600
1.032,-2.1375,-157.3875,-1.9125,42.375,-1059.125,-244.625,1087.834,31.977,89.5586,600
1.033,-1.2875,-157.0125,-1.95,66,-1089.875,-237.75,1117.4563,31.9684,89.5432,600
1.034,-0.575,-156.5875,-1.8625,47.75,-1096.125,-200.5,1115.3342,31.977,89.5586,600
1.035,-0.45,-156.025,-1.8875,25.375,-1095,-159.375,1106.8285,31.977,89.5586,600
1.036,-0.4875,-155.5875,-1.925,-19.75,-1075.625,-138,1084.6212,31.977,89.5586,600
1.037,-0.425,-155.2125,-2.05,-96.625,-1062.625,-117,1073.4045,31.9727,89.5509,600
1.038,-0.05,-154.9875,-2.225,-165.75,-1036.75,-79.625,1052.931,31.977,89.5586,600
1.039,-0.0125,-155.1375,-2.2625,-271.625,-988,-25.75,1024.9816,31.9684,89.5432,600
1.04,-0.5,-155.4,-2.45,-311.75,-953.375,-0.5,1003.0514,31.9727,89.5509,600
1.041,-1.2625,-155.975,-2.425,-347.875,-908.125,-25.375,972.8062,31.977,89.5586,600
1.042,-1.7,-156.5625,-2.5,-326.25,-899.875,-73.25,959.9894,31.9684,89.5432,600
1.043,-1.7625,-157.05,-2.55,-284,-897.5,-99.25,946.5795,31.9684,89.5432,600
1.044,-1.825,-157.4125,-2.6625,-241.125,-906,-104.625,943.3577,31.977,89.5586,600
1.045,-2.15,-157.6125,-2.75,-150,-936,-124.875,956.1327,31.977,89.5586,600
1.046,-2.575,-157.8375,-2.4875,-107.625,-962,-179,984.4126,31.977,89.5586,600
1.047,-2.35,-157.7625,-2.2125,-13,-1006.625,-232,1033.0958,31.977,89.5586,600
1.048,-1.8,-157.575,-1.85,20.625,-1033.25,-245.75,1062.273,31.9684,89.5432,600
1.049,-1.4,-157.225,-1.775,38.875,-1055.125,-225.5,1079.6529,31.977,89.5586,600
1.05,-1.3875,-156.775,-1.95,69.75,-1084,-211.375,1106.6167,31.977,89.5586,600
1.051,-1.2125,-156.4,-1.95,39.375,-1091.625,-213.875,1113.0759,31.977,89.5586,600
1.052,-0.6,-155.8625,-1.9625,41.375,-1094.625,-191.25,1111.9768,31.977,89.5586,600
1.053,-0.0625,-155.325,-1.925,-39.125,-1062.75,-133.5,1071.8165,31.9727,89.5509,600
1.054,-0.075,-154.975,-2.1,-104.5,-1035.25,-71.5,1042.9646,31.977,89.5586,600
1.055,-0.4625,-154.925,-2.2375,-189,-1006.375,-44.375,1024.9296,31.9684,89.5432,600
1.056,-0.6375,-155.0875,-2.3875,-275.875,-967.375,-47.625,1007.0698,31.977,89.5586,600
1.057,-0.625,-155.4,-2.5375,-304.25,-924.875,-51.875,975.0143,31.9727,89.5509,600
1.058,-1.0625,-155.9625,-2.45,-347.375,-884.75,-56.625,952.1861,31.977,89.5586,600
1.059,-1.725,-156.4625,-2.5,-284,-883.25,-75.625,930.8629,31.977,89.5586,600
1.06,-2.3,-157.0125,-2.525,-268.375,-893.625,-116.875,940.346,31.977,89.5586,600
1.061,-2.25,-157.25,-2.7375,-186.75,-932.375,-150.375,962.7104,31.977,89.5586,600
1.062,-2.0875,-157.45,-2.575,-131.25,-957.25,-172.75,981.5277,31.977,89.5586,600
1.063,-2.1125,-157.6125,-2.3375,-70.125,-979.875,-186.75,999.974,31.9813,89.5663,600
1.064,-2.125,-157.5875,-2.1125,17,-1025.875,-212.5,1047.7904,31.9727,89.5509,600
1.065,-1.9375,-157.375,-1.8125,31.75,-1049.5,-235.25,1076.0116,31.977,89.5586,600
1.066,-1.4375,-156.775,-1.8375,84,-1085.375,-234,1113.4859,31.977,89.5586,600
1.067,-0.9875,-156.225,-1.7875,60.25,-1105,-211.75,1126.7179,31.977,89.5586,600
1.068,-0.5875,-155.6625,-1.9625,45.5,-1092.75,-174.625,1107.5499,31.9813,89.5663,600
1.069,-0.475,-155.1375,-2.1,-2.125,-1085,-142.625,1094.3361,31.977,89.5586,600
1.07,-0.525,-154.6875,-2.175,-91.125,-1070,-125.25,1081.1528,31.9727,89.5509,600
1.071,-0.2125,-154.5375,-2.3125,-149,-1042.875,-92.5,1057.5186,31.977,89.5586,600
1.072,0.0375,-154.7,-2.3375,-250.5,-1008.875,-47.5,1040.5937,31.977,89.5586,600
1.073,-0.125,-155.0375,-2.425,-313.625,-942,-7.875,992.8679,31.977,89.5586,600
1.074,-0.7625,-155.55,-2.45,-329.25,-889.625,-10.75,948.6589,31.9813,89.5663,600
1.075,-1.5125,-156.1625,-2.425,-341.25,-867.375,-53.375,933.6165,31.9684,89.5432,600
1.076,-1.8375,-156.7,-2.5625,-270.375,-871.125,-91.25,916.6722,31.9727,89.5509,600
1.077,-1.9375,-157.125,-2.525,-244.625,-885.25,-103.75,924.2689,31.977,89.5586,600
1.078,-2.15,-157.325,-2.575,-175.125,-915.125,-112.625,938.5131,31.977,89.5586,600
1.079,-2.4375,-157.4875,-2.4375,-117.625,-949.375,-156.75,969.3911,31.9727,89.5509,600
1.08,-2.4625,-157.6,-2.1625,-67.625,-995.375,-213.875,1020.3367,31.9727,89.5509,600
1.081,-1.9875,-157.5,-1.9125,5.5,-1043.625,-244.75,1071.9543,31.977,89.5586,600
1.082,-1.525,-157.3625,-1.65,11.25,-1064.5,-233,1089.7595,31.9727,89.5509,600
1.083,-1.3375,-156.9875,-1.8125,54.75,-1089.875,-209.25,1111.1303,31.977,89.5586,600
1.084,-1.325,-156.5375,-1.8625,37.875,-1106.75,-206.125,1126.418,31.977,89.5586,600
