time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
0.279,0.65,-2.125,-0.175,-165.25,-1004.25,127.625,1025.726,31.9813,89.5663,600
0.28,0.0625,-2.5,-0.2,-174,-1002.875,149.25,1028.7419,31.9813,89.5663,600
0.281,-0.2125,-2.8875,-0.175,-197.125,-1014.25,124.25,1040.6726,31.9855,89.574,600
0.282,0.2,-3.325,-0.2125,-209.375,-1022.5,115.875,1050.1291,31.977,89.5586,600
0.283,0.6625,-3.85,-0.225,-219.125,-1015.875,159.625,1051.4266,31.9813,89.5663,600
0.284,0.6375,-4.4125,-0.2375,-231.5,-1003,216.875,1051.9677,31.977,89.5586,600
0.285,0.1375,-5,-0.2375,-256.125,-991.875,228.125,1049.5032,31.9855,89.574,600
0.286,-0.15,-5.8375,-0.2375,-286,-997.5,204.625,1057.6737,31.9855,89.574,600
0.287,0.2875,-6.6625,-0.2375,-306.5,-1000.125,205.625,1066.0553,31.9813,89.5663,600
0.288,0.775,-7.45,-0.1875,-326,-982.375,262.5,1067.8216,31.9855,89.574,600
0.289,0.4875,-8.3125,-0.2,-345.375,-974.875,319.5,1082.4719,31.977,89.5586,600
0.29,-0.2625,-9.225,-0.2375,-350,-985.375,316.875,1092.6453,31.9813,89.5663,600
0.291,-0.3375,-10.15,-0.2875,-372.875,-990.375,281.5,1095.0437,31.977,89.5586,600
0.292,0.325,-11.15,-0.3125,-396.625,-991.75,288,1106.2655,31.9813,89.5663,600
0.293,0.6125,-12.2625,-0.325,-413.125,-983.875,340.25,1120.0234,31.977,89.5586,600
0.294,0.0625,-13.375,-0.325,-412.375,-989.5,373.375,1135.153,31.9727,89.5509,600
0.295,-0.5125,-14.475,-0.2125,-437.5,-1006.5,356.125,1153.8083,31.977,89.5586,600
0.296,-0.225,-15.625,-0.25,-454,-1008.25,331,1154.2292,31.9813,89.5663,600
0.297,0.35,-16.9125,-0.35,-466.875,-990.75,348.375,1149.3141,31.977,89.5586,600
0.298,0.4,-18.0875,-0.3875,-478.625,-971.75,392.25,1152.059,31.9813,89.5663,600
0.299,-0.2125,-19.2625,-0.3125,-491.5,-965.625,404,1156.3822,31.9813,89.5663,600
0.3,-0.7625,-20.6625,-0.3,-496.125,-983,367.125,1160.6937,31.977,89.5586,600
0.301,-0.5125,-22.075,-0.2875,-496.25,-1010.375,338.875,1175.5671,31.977,89.5586,600
0.302,0.25,-23.4,-0.275,-503.75,-1013.5,358.625,1187.2482,31.977,89.5586,600
0.303,0.35,-24.625,-0.2875,-493.125,-999.375,400.25,1184.1126,31.977,89.5586,600
0.304,-0.3,-25.9375,-0.1875,-510.5,-983.25,407.5,1180.4436,31.977,89.5586,600
0.305,-0.7625,-27.3125,-0.1875,-510.25,-984.625,378,1171.6337,31.9727,89.5509,600
0.306,-0.4625,-28.7375,-0.2625,-496.25,-998.5,361,1172.0014,31.977,89.5586,600
0.307,-0.025,-29.9875,-0.325,-483.375,-1004,382,1177.9607,31.977,89.5586,600
0.308,-0.2,-31.2625,-0.375,-487.5,-1002.5,408.125,1187.1093,31.977,89.5586,600
0.309,-0.7625,-32.6,-0.3875,-488.375,-1006.125,396.375,1186.5542,31.9727,89.5509,600
0.31,-0.775,-33.9125,-0.425,-488.375,-1008.75,367.75,1179.5452,31.977,89.5586,600
0.311,-0.25,-35.175,-0.4375,-489.375,-1005.875,365.875,1176.9184,31.977,89.5586,600
0.312,-0.025,-36.4625,-0.3875,-479.375,-993.125,390.125,1169.7415,31.977,89.5586,600
0.313,-0.475,-37.7625,-0.3625,-483.75,-979.625,395.875,1162.0655,31.977,89.5586,600
0.314,-0.875,-39.0375,-0.35,-484.75,-983.75,364.875,1155.8029,31.977,89.5586,600
0.315,-0.75,-40.2375,-0.5125,-482.625,-992.625,332.125,1152.6224,31.9813,89.5663,600
0.316,-0.3625,-41.4375,-0.7125,-485.25,-995.875,332.5,1156.6291,31.9727,89.5509,600
0.317,-0.3125,-42.775,-0.7375,-485,-1004.125,352.125,1169.3947,31.977,89.5586,600
0.318,-0.6,-44.0625,-0.7,-466,-1012.75,351.625,1168.9562,31.977,89.5586,600
0.319,-0.6375,-45.2875,-0.6125,-462.375,-1021.75,335.125,1170.5009,31.977,89.5586,600
0.32,-0.2125,-46.475,-0.5875,-453,-1029.25,335.5,1173.5096,31.977,89.5586,600
0.321,0.1875,-47.675,-0.5,-439.625,-1022.375,365.75,1171.4495,31.977,89.5586,600
0.322,0.025,-48.825,-0.525,-435.375,-1012.625,390.25,1169.2972,31.977,89.5586,600
0.323,-0.375,-50.05,-0.6125,-451.625,-999.875,382.25,1161.8219,31.977,89.5586,600
0.324,-0.525,-51.2625,-0.65,-465.75,-991.25,357.75,1152.1652,31.977,89.5586,600
0.325,-0.2875,-52.5,-0.625,-478,-988.625,359.5,1155.4668,31.977,89.5586,600
0.326,-0.1,-53.6875,-0.7,-488.875,-987.125,383.875,1166.5224,31.9813,89.5663,600
0.327,-0.3125,-55.025,-0.7625,-504.625,-992.75,397.125,1182.3313,31.9813,89.5663,600
0.328,-0.6375,-56.4,-0.7625,-516.875,-1003.375,380.25,1191.0127,31.977,89.5586,600
0.329,-0.5375,-57.75,-0.7,-524.625,-1009.125,364.125,1194.2159,31.977,89.5586,600
0.33,-0.2,-59.1125,-0.675,-525.625,-1005.25,379.625,1196.2125,31.977,89.5586,600
0.331,-0.175,-60.4125,-0.7875,-534,-995.125,410.375,1201.5979,31.977,89.5586,600
0.332,-0.525,-61.775,-0.8625,-529.75,-998.625,415.375,1204.3352,31.9727,89.5509,600
0.333,-0.7,-63.2,-0.875,-543.875,-1014.625,392.75,1216.3538,31.9727,89.5509,600
0.334,-0.4375,-64.6375,-0.975,-548.75,-1028,383.875,1226.8947,31.9855,89.574,600
0.335,-0.1125,-66.0375,-1.0125,-551,-1024.75,407.875,1232.9135,31.9855,89.574,600
0.336,-0.2375,-67.475,-0.9875,-558.125,-1012,432.125,1233.8475,31.9813,89.5663,600
0.337,-0.575,-68.875,-0.9625,-556.75,-1009.375,416.875,1225.8031,31.9684,89.5432,600
0.338,-0.65,-70.1625,-1.0625,-557.5,-1009.125,375.5,1212.4932,31.977,89.5586,600
0.339,-0.3875,-71.4625,-1.175,-562.125,-1006.875,362,1208.6463,31.977,89.5586,600
0.34,-0.275,-72.8625,-1.225,-571.875,-993.5,386.875,1209.8576,31.977,89.5586,600
0.341,-0.6125,-74.25,-1.325,-561.5,-986.75,398.5,1203.229,31.9727,89.5509,600
0.342,-1.1625,-75.6625,-1.3875,-551.75,-1004.375,361.25,1201.5402,31.9727,89.5509,600
0.343,-1.025,-77.1,-1.425,-532.375,-1025,313.25,1196.7346,31.977,89.5586,600
0.344,-0.25,-78.55,-1.3625,-526.75,-1024,315.875,1194.0765,31.977,89.5586,600
0.345,0.05,-79.9,-1.3,-520.25,-1004.25,357.5,1186.1637,31.977,89.5586,600
0.346,-0.4875,-81.05,-1.3625,-498.625,-982.25,368.75,1161.6447,31.977,89.5586,600
0.347,-1.1625,-82.275,-1.425,-493.5,-984,324.125,1147.5431,31.9813,89.5663,600
0.348,-0.8875,-83.5625,-1.525,-464.125,-994.625,286.625,1134.3918,31.9813,89.5663,600
0.349,-0.225,-84.725,-1.5,-467.625,-982.875,307.75,1131.1174,31.977,89.5586,600
0.35,-0.325,-85.8375,-1.4125,-462.625,-973.375,352.875,1134.0201,31.977,89.5586,600
0.351,-1.075,-87.0375,-1.3375,-457.375,-981.375,347.125,1137.0068,31.977,89.5586,600
0.352,-1.2875,-88.15,-1.375,-446,-1012.25,298.75,1145.7825,31.977,89.5586,600
0.353,-0.375,-89.2875,-1.35,-459.625,-1012.25,291.5,1149.2943,31.977,89.5586,600
0.354,0.3625,-90.525,-1.2,-491.375,-966.375,353.875,1140.4199,31.977,89.5586,600
0.355,-0.3375,-91.85,-1.1375,-487.875,-935.125,393.25,1125.6671,31.977,89.5586,600
0.356,-1.525,-93.0375,-1.2125,-473.5,-943.375,349.5,1111.8943,31.9684,89.5432,600
0.357,-1.375,-94.0125,-1.325,-478,-978.5,293.25,1127.804,31.977,89.5586,600
0.358,-0.1375,-95.3,-1.3375,-514.875,-986.875,331.75,1161.4976,31.9684,89.5432,600
0.359,0.0875,-96.7125,-1.3625,-521.625,-983.25,431.375,1193.7159,31.977,89.5586,600
0.36,-1.1,-98.2125,-1.25,-534.625,-998.125,459.125,1221.8319,31.977,89.5586,600
0.361,-1.8375,-99.5875,-1.1625,-525.375,-1035.625,386.625,1223.935,31.977,89.5586,600
0.362,-0.9375,-100.9625,-1.025,-563,-1035.875,331.875,1224.8049,31.977,89.5586,600
0.363,0.325,-102.375,-1,-601.75,-994.5,388.375,1225.5482,31.977,89.5586,600
0.364,-0.0125,-103.85,-1.075,-632.375,-960.375,475.875,1244.4578,31.977,89.5586,600
0.365,-1.5125,-105.3,-1.2875,-628.625,-974.25,470,1251.0925,31.9727,89.5509,600
0.366,-2.2125,-106.825,-1.4375,-656,-1018,381.625,1269.7628,31.977,89.5586,600
0.367,-1.35,-108.325,-1.575,-667.875,-1052,327.875,1288.5119,31.977,89.5586,600
0.368,-0.35,-110,-1.6625,-688.875,-1045.875,371,1306.1563,31.977,89.5586,600
0.369,-0.7125,-111.6875,-1.725,-697.75,-1030.75,419.125,1313.3798,31.977,89.5586,600
0.37,-1.85,-113.3375,-1.925,-678.75,-1036.375,378.25,1295.3176,31.9813,89.5663,600
0.371,-1.95,-114.9125,-1.9375,-674.5,-1047.625,278,1276.6176,31.977,89.5586,600
0.372,-0.825,-116.35,-2.05,-631.125,-1041.125,249.75,1242.8335,31.977,89.5586,600
0.373,-0.1875,-117.8375,-2.1375,-636,-1004.875,303.375,1227.3166,31.9813,89.5663,600
0.374,-0.9625,-119.15,-2.2875,-595.625,-990.5,328.25,1201.5022,31.977,89.5586,600
0.375,-1.9125,-120.5375,-2.2875,-579.625,-1003,261.875,1187.6669,31.9727,89.5509,600
0.376,-1.525,-121.875,-2.25,-539.25,-1036.875,182,1182.8036,31.9813,89.5663,600
0.377,-0.175,-123.225,-2.1375,-522.375,-1029.875,204.625,1172.77,31.977,89.5586,600
0.378,0.45,-124.5625,-1.875,-501.5,-984.25,303.125,1145.4846,31.977,89.5586,600
0.379,-0.6,-125.8,-1.7625,-444.875,-954.5,338.375,1106.1111,31.977,89.5586,600
0.38,-1.575,-126.9625,-1.675,-433.75,-949.5,254.25,1074.3986,31.977,89.5586,600
0.381,-0.875,-127.8875,-1.625,-401.5,-951.375,192.125,1050.3469,31.977,89.5586,600
0.382,0.475,-128.7875,-1.5625,-408.75,-934.625,267.375,1054.5567,31.9727,89.5509,600
0.383,0.2375,-129.85,-1.475,-440,-906.75,391,1081.0535,31.9813,89.5663,600
0.384,-1.5625,-130.95,-1.4625,-443.875,-928.375,393.5,1101.702,31.9727,89.5509,600
0.385,-2.4875,-132.025,-1.4375,-435.25,-980.75,278.625,1108.5779,31.977,89.5586,600
0.386,-1.25,-133.0125,-1.2375,-483.25,-997.25,217.5,1129.3115,31.9855,89.574,600
0.387,0.3125,-134.025,-1.2,-519,-970.75,303.875,1141.953,31.977,89.5586,600
0.388,-0.475,-135.4,-1.2625,-557.75,-918.5,416.125,1152.3399,31.977,89.5586,600
0.389,-2.875,-136.75,-1.4875,-598.25,-927.75,364.25,1162.4548,31.9727,89.5509,600
0.39,-3.85,-137.7875,-1.95,-583.625,-993.625,186,1167.2638,31.9813,89.5663,600
0.391,-2.425,-138.7,-2.2625,-588.375,-1047.5,84,1204.366,31.977,89.5586,600
0.392,-0.8625,-139.875,-2.45,-615.75,-1044.75,157,1222.8244,31.977,89.5586,600
0.393,-1.575,-141.3,-2.55,-625.25,-1018.875,242,1219.6753,31.977,89.5586,600
0.394,-3.65,-142.5625,-2.7,-556.25,-1054.875,155.875,1202.6938,31.9813,89.5663,600
0.395,-3.8125,-143.6375,-2.7375,-502.125,-1122.5,-25.125,1229.9459,31.977,89.5586,600
0.396,-1.3875,-144.575,-2.775,-453.625,-1137.5,-67.125,1226.4533,31.9813,89.5663,600
0.397,0.5375,-145.5875,-2.7625,-440,-1071.625,74.75,1160.8478,31.977,89.5586,600
0.398,-0.5875,-146.6,-2.725,-398.75,-1012.375,173.875,1101.8789,31.977,89.5586,600
0.399,-2.675,-147.4375,-2.625,-321.5,-1013,76.625,1065.5527,31.977,89.5586,600
0.4,-2.2625,-147.95,-2.3625,-261.75,-1043.75,-77.5,1078.8574,31.977,89.5586,600
0.401,0.4,-148.425,-2.125,-242.75,-1025.25,-51.875,1054.8726,31.977,89.5586,600
0.402,1.55,-148.9875,-2.0125,-256.625,-962.5,125.5,1003.9985,31.9684,89.5432,600
0.403,-0.3375,-149.5,-1.9375,-220.375,-935.875,207,983.502,31.9727,89.5509,600
0.404,-2.275,-149.9875,-1.7,-214.375,-968.75,86.75,995.9713,31.9727,89.5509,600
0.405,-1.325,-150.3625,-1.4125,-203,-1000.875,-37.5,1021.9423,31.9727,89.5509,600
0.406,0.95,-150.7125,-1.2375,-249,-948.25,30.5,980.8717,31.9727,89.5509,600
0.407,0.6875,-151.1125,-1.3625,-298.125,-876.25,169.75,941.0142,31.977,89.5586,600
0.408,-2.15,-151.4875,-1.675,-289,-875.875,140.5,932.9621,31.9727,89.5509,600
0.409,-3.725,-151.925,-1.875,-316.375,-929.125,-60.75,983.3905,31.9727,89.5509,600
0.41,-2.2375,-152.3,-2.1375,-329.125,-974.625,-174.375,1043.3714,31.977,89.5586,600
0.411,-0.6375,-152.7625,-2.3625,-343.5,-957.875,-93.875,1021.9243,31.9855,89.574,600
0.412,-1.6875,-153.1875,-2.5875,-305.875,-962.125,-6.875,1009.5996,31.977,89.5586,600
0.413,-3.8125,-153.5375,-2.7375,-246.5,-1031.125,-100,1064.8854,31.977,89.5586,600
0.414,-3.6,-153.8,-2.6875,-217.625,-1094.625,-268.125,1147.8047,31.977,89.5586,600
0.415,-1.0625,-153.95,-2.5875,-191,-1093.375,-274.625,1143.4023,31.977,89.5586,600
0.416,0.2375,-154.1625,-2.5875,-138.125,-1033.5,-121.25,1049.7154,31.9813,89.5663,600
0.417,-1.375,-154.325,-2.55,-87.375,-1002.375,-51.375,1007.4867,31.977,89.5586,600
0.418,-3.025,-154.2125,-2.475,-34.625,-1033.5,-167.25,1047.5179,31.9813,89.5663,600
0.419,-1.875,-154.05,-2.3875,-42.375,-1051,-281,1088.7413,31.977,89.5586,600
0.42,0.425,-153.925,-2.4625,-50.375,-1026.875,-207.75,1048.8899,31.9727,89.5509,600
0.421,0.7625,-153.775,-2.4375,-22.125,-987,-28.75,987.6665,31.977,89.5586,600
0.422,-1.275,-153.55,-2.2625,-15.125,-986.5,12.875,986.6999,31.977,89.5586,600
0.423,-2.5,-153.3125,-2.075,-23.875,-1018.125,-114,1024.7656,31.977,89.5586,600
0.424,-1.175,-153.1625,-1.9125,-66.625,-1000.625,-208.25,1024.235,31.977,89.5586,600
0.425,0.3,-153,-1.95,-105.75,-960.375,-142.5,976.6317,31.977,89.5586,600
0.426,-0.4,-152.7625,-2.1,-151.625,-929.875,-36.875,942.8772,31.977,89.5586,600
0.427,-2.4625,-152.7875,-2.3375,-216.625,-931.875,-67.75,959.1181,31.977,89.5586,600
0.428,-3.3125,-153.025,-2.45,-274,-978.5,-219,1039.4707,31.977,89.5586,600
0.429,-2.0375,-153.3625,-2.5375,-280.375,-1017.125,-304.875,1098.2268,31.977,89.5586,600
0.43,-0.4625,-153.625,-2.575,-258.125,-1043.625,-236.875,1100.8594,31.977,89.5586,600
0.431,-0.3125,-153.9625,-2.4875,-256.75,-1031.875,-116,1069.646,31.977,89.5586,600
0.432,-1.4875,-154.5125,-2.4125,-254.25,-1033,-103.25,1068.8277,31.9813,89.5663,600
0.433,-1.875,-155.0375,-2.3125,-202.625,-1038.625,-187.25,1074.6448,31.9813,89.5663,600
0.434,-0.5875,-155.35,-2.1625,-138.125,-1034.375,-208.75,1064.2306,31.9727,89.5509,600
0.435,0.825,-155.3,-2.1125,-78.75,-1008.25,-104.875,1016.744,31.9855,89.574,600
0.436,0.4,-155.1875,-1.9,-96.75,-949,18.75,954.1033,31.9727,89.5509,600
0.437,-1.25,-155.2,-1.7875,-119.5,-945.625,16.25,953.2843,31.9727,89.5509,600
0.438,-1.7875,-155.3625,-1.775,-138,-966.5,-66,978.5307,31.9727,89.5509,600
0.439,-0.6875,-155.4375,-1.7375,-124.375,-983.25,-77.75,994.1302,31.977,89.5586,600
0.44,0.0625,-155.4625,-1.6,-145,-958.75,11.625,969.7225,31.977,89.5586,600
0.441,-0.95,-155.5625,-1.6375,-201.25,-906,56.25,929.7858,31.9855,89.574,600
0.442,-2.875,-155.65,-1.95,-235.375,-927,-45,957.4734,31.9813,89.5663,600
0.443,-3.0875,-155.8375,-2.1625,-275.75,-957.25,-179.375,1012.1961,31.977,89.5586,600
0.444,-1.6625,-156,-2.3875,-281.625,-969.375,-190.25,1027.2271,31.9727,89.5509,600
0.445,-1.4375,-156.3125,-2.6125,-299.75,-962.25,-129.375,1016.1265,31.9813,89.5663,600
0.446,-2.975,-156.625,-2.875,-277.5,-986.875,-159.5,1037.4819,31.9727,89.5509,600
0.447,-3.8375,-156.9625,-2.95,-238.125,-1065.5,-294.125,1130.7092,31.977,89.5586,600
0.448,-2.2625,-157.2875,-2.775,-224.75,-1096,-356,1174.0803,31.977,89.5586,600
0.449,-0.275,-157.575,-2.6875,-164.25,-1081,-263.25,1124.6509,31.977,89.5586,600
0.45,-0.425,-157.875,-2.525,-119.875,-1041.5,-157,1060.0666,31.977,89.5586,600
0.451,-1.825,-157.8,-2.5125,-18.875,-1044.375,-185.5,1060.8891,31.977,89.5586,600
0.452,-1.825,-157.4625,-2.325,17.25,-1063,-286.875,1101.1648,31.977,89.5586,600
0.453,0.1,-157.0625,-2.225,38.75,-1034.125,-264.125,1068.0253,31.977,89.5586,600
0.454,1.1875,-156.75,-2.075,58,-985.75,-110.75,993.6461,31.977,89.5586,600
0.455,-0.2625,-156.45,-1.8875,35.75,-964.125,-16.375,964.9265,31.9727,89.5509,600
0.456,-1.875,-155.85,-1.8,55.125,-991,-83.625,996.0486,31.977,89.5586,600
0.457,-1.5125,-155.35,-1.65,-4.375,-998.125,-188.5,1015.778,31.9813,89.5663,600
0.458,0.0125,-155.0875,-1.775,-73.75,-964.125,-172.75,982.2518,31.977,89.5586,600
0.459,0.025,-154.9125,-1.9625,-124.625,-923,-79.625,934.773,31.9813,89.5663,600
0.46,-1.775,-154.8875,-2.1625,-214.25,-911.75,-76.5,939.7039,31.9727,89.5509,600
0.461,-3.0625,-154.9625,-2.4,-257.875,-959.25,-198.5,1012.9473,31.977,89.5586,600
0.462,-2.45,-155.2625,-2.55,-314.875,-984.25,-310.25,1078.9575,31.977,89.5586,600
0.463,-1.05,-155.6625,-2.8,-303.5,-1005.75,-291,1090.1038,31.9813,89.5663,600
0.464,-0.7,-156.075,-2.7875,-265.625,-1017.25,-199.625,1070.1422,31.977,89.5586,600
0.465,-1.55,-156.45,-2.6125,-251.625,-1012.375,-167.25,1056.4993,31.9813,89.5663,600
0.466,-2.1,-156.7625,-2.5375,-186.375,-1043.75,-222.75,1083.4054,31.9813,89.5663,600
0.467,-1.2875,-157.1125,-2.35,-140.5,-1048.375,-257.5,1088.6398,31.9813,89.5663,600
0.468,0.1125,-157.075,-2.35,-47.5,-1025.5,-179.75,1042.2171,31.9813,89.5663,600
0.469,0.225,-156.9375,-2.2125,-30.5,-998.75,-63,1001.1997,31.9813,89.5663,600
0.47,-0.85,-156.75,-2.175,-27.375,-973.125,-34.625,974.1255,31.977,89.5586,600
0.471,-1.6,-156.4875,-2.2375,-3.5,-987.875,-90.25,991.9951,31.977,89.5586,600
0.472,-1.0125,-156.4,-2,-45.625,-996.625,-111.875,1003.9218,31.977,89.5586,600
0.473,0.0375,-156.2,-1.9125,-24,-967,-34.5,967.9128,31.9813,89.5663,600
0.474,-0.7125,-156.0625,-1.725,-86.625,-930,17.5,934.1896,31.9727,89.5509,600
0.475,-2.45,-155.8125,-1.825,-139.5,-935,-58,947.1268,31.977,89.5586,600
0.476,-2.8,-155.675,-2.0875,-180.5,-960.5,-190.625,995.7301,31.977,89.5586,600
0.477,-1.6625,-155.7,-2.3125,-246.375,-966.25,-223.25,1021.8514,31.977,89.5586,600
0.478,-1.125,-155.925,-2.525,-275.625,-961.25,-159.375,1012.6061,31.977,89.5586,600
0.479,-2.425,-156.3375,-2.6125,-298.375,-965.375,-159.375,1022.9257,31.977,89.5586,600
0.48,-3.55,-156.6625,-2.7875,-260.875,-1033,-278.125,1101.135,31.977,89.5586,600
0.481,-2.4375,-157.0625,-2.7,-239.75,-1075.5,-370.625,1162.5589,31.977,89.5586,600
0.482,-0.35,-157.3625,-2.5125,-201.75,-1069.375,-301.125,1129.1334,31.977,89.5586,600
0.483,-0.05,-157.6,-2.325,-146.375,-1042,-163.375,1064.8385,31.977,89.5586,600
0.484,-1.45,-157.85,-2.1375,-81,-1038.375,-137.5,1050.5665,31.9727,89.5509,600
0.485,-1.85,-157.8,-1.9875,4,-1061.625,-224,1085.0067,31.977,89.5586,600
0.486,-0.2625,-157.5,-1.75,17.25,-1050.25,-245.875,1078.785,31.977,89.5586,600
0.487,1.3125,-157.075,-1.75,33,-1008,-119.25,1015.5656,31.977,89.5586,600
0.488,0.5625,-156.6875,-1.7,14.125,-962.25,10.875,962.4151,31.9813,89.5663,600
0.489,-1.375,-156.35,-1.7625,-29.75,-962.375,-8.75,962.8745,31.977,89.5586,600
0.49,-1.8,-156.1125,-1.9,-50,-974.875,-125.875,984.2387,31.977,89.5586,600
0.491,-0.6875,-155.925,-1.8875,-118.875,-955.5,-170.5,977.8455,31.977,89.5586,600
0.492,-0.05,-155.775,-1.9875,-151.25,-925.75,-101,943.4461,31.977,89.5586,600
0.493,-1.3,-155.775,-2.175,-206.125,-904.625,-51.5,929.2396,31.977,89.5586,600
0.494,-3.0625,-155.8,-2.5,-236.875,-934,-128.875,972.1494,31.977,89.5586,600
0.495,-3.2125,-155.9625,-2.7,-275.625,-971.5,-257.375,1042.1244,31.9813,89.5663,600
0.496,-1.975,-156.25,-2.8,-273.625,-998.75,-302.875,1078.9372,31.9813,89.5663,600
0.497,-1.125,-156.5375,-2.95,-236.875,-1013.25,-239.625,1067.804,31.977,89.5586,600
0.498,-1.6125,-156.9125,-3,-211.875,-1011.25,-181.25,1048.9848,31.9813,89.5663,600
0.499,-2.3375,-157.1375,-2.8625,-157.5,-1037,-210.375,1069.7817,31.9813,89.5663,600
0.5,-1.975,-157.2875,-2.5125,-105.125,-1053.375,-266.125,1091.546,31.977,89.5586,600
0.501,-0.7375,-157.275,-2.275,-38.625,-1056.375,-246.625,1085.4694,31.977,89.5586,600
0.502,0.0625,-157.0875,-2.15,13.625,-1028.875,-150.125,1039.8591,31.977,89.5586,600
0.503,-0.5125,-156.8,-1.9875,21.25,-999.375,-84.375,1003.1556,31.977,89.5586,600
0.504,-1.3375,-156.4625,-1.975,20.75,-1007.75,-105.125,1013.4308,31.9813,89.5663,600
0.505,-1.1125,-156.2625,-1.8625,-9.875,-1007.625,-140.875,1017.4731,31.977,89.5586,600
0.506,-0.2625,-156.0875,-1.85,-37.5,-1007.875,-107.375,1014.272,31.9727,89.5509,600
0.507,-0.2,-155.8375,-1.8125,-91.5,-976,-45.75,981.3467,31.977,89.5586,600
0.508,-1.375,-155.675,-1.925,-153.5,-952.75,-58.625,966.8152,31.977,89.5586,600
0.509,-2.3125,-155.6,-2.0875,-198.125,-968.75,-155,1000.8772,31.977,89.5586,600
0.51,-1.825,-155.7375,-2.2375,-257.375,-968.625,-213.25,1024.6716,31.9813,89.5663,600
0.511,-0.9875,-155.875,-2.55,-265.875,-966.625,-176.125,1017.8769,31.977,89.5586,600
0.512,-1.5375,-156.175,-2.725,-299.5,-961.375,-142.125,1016.9276,31.9813,89.5663,600
0.513,-2.7375,-156.4125,-2.9625,-262.75,-1000,-204.25,1053.9239,31.9813,89.5663,600
0.514,-2.4875,-156.6875,-2.9375,-217.625,-1045.5,-298.875,1108.9442,31.977,89.5586,600
0.515,-0.8125,-157.0375,-2.6875,-185.5,-1053.25,-286,1107.0419,31.977,89.5586,600
0.516,0.2125,-157.275,-2.4625,-115.375,-1027.5,-170.25,1047.8801,31.977,89.5586,600
0.517,-0.6625,-157.425,-2.1125,-103.375,-992.125,-102.75,1002.7741,31.9855,89.574,600
0.518,-1.7375,-157.4125,-2.0625,-36.875,-1012.875,-160,1026.0972,31.9684,89.5432,600
0.519,-1.1,-157.325,-1.925,-9.375,-1014.375,-225,1039.0715,31.9727,89.5509,600
0.52,0.525,-157.1125,-1.8125,-14.625,-975.875,-161.625,989.2768,31.977,89.5586,600
0.521,0.6,-156.775,-1.7875,-3.375,-942.5,-28.25,942.9293,31.9813,89.5663,600
0.522,-1.175,-156.575,-1.725,-36,-927.125,2,927.8258,31.9855,89.574,600
0.523,-2.3125,-156.3125,-1.8125,-40,-964.125,-90.75,969.2123,31.977,89.5586,600
0.524,-1.6875,-156.1,-1.8,-96.125,-976.75,-174,996.7731,31.977,89.5586,600
0.525,-0.6875,-155.8625,-1.9625,-134,-959.5,-147,979.9006,31.9727,89.5509,600
0.526,-1.1375,-155.7,-2.3,-155.875,-955.125,-86,971.5744,31.977,89.5586,600
0.527,-2.625,-155.6375,-2.45,-231.875,-956.25,-113.625,990.5002,31.9855,89.574,600
0.528,-3.275,-155.6375,-2.5625,-235.5,-996.625,-220.625,1047.5672,31.977,89.5586,600
0.529,-2.5375,-155.9625,-2.525,-261.5,-1020.375,-292.625,1093.2414,31.977,89.5586,600
0.53,-1.525,-156.1875,-2.825,-223.75,-1030.625,-271.5,1089.0198,31.9727,89.5509,600
0.531,-1.4625,-156.35,-2.9375,-188.75,-1045.125,-227.125,1086.0472,31.977,89.5586,600
0.532,-1.8875,-156.45,-2.8,-158,-1055.5,-229,1091.5518,31.9813,89.5663,600
0.533,-1.675,-156.5375,-2.575,-98,-1072.25,-260.75,1107.8423,31.977,89.5586,600
0.534,-0.8125,-156.725,-2.225,-70.375,-1070.25,-258.125,1103.1846,31.9727,89.5509,600
0.535,0,-156.7,-2.1,-9.375,-1046.875,-197.125,1065.3138,31.9727,89.5509,600
0.536,-0.0125,-156.525,-1.95,-6.25,-1019,-135.5,1027.9885,31.9727,89.5509,600
0.537,-0.425,-156.2875,-1.9375,-26.5,-996.25,-118.125,1003.5785,31.977,89.5586,600
0.538,-0.4875,-156.0375,-1.9125,-24.25,-983,-123.25,990.9933,31.977,89.5586,600
0.539,-0.225,-155.8875,-1.7625,-80,-967.75,-97.125,975.8962,31.977,89.5586,600
0.54,-0.2125,-155.7625,-1.85,-87.5,-951.5,-47.875,956.7134,31.977,89.5586,600
0.541,-1.0375,-155.7875,-1.9625,-157.625,-932.875,-46.25,947.2278,31.9727,89.5509,600
0.542,-1.825,-155.725,-2.25,-188.625,-944.25,-103.375,968.4389,31.977,89.5586,600
0.543,-1.775,-155.675,-2.3875,-225.75,-957.375,-154.125,995.6327,31.977,89.5586,600
0.544,-1.3625,-155.8375,-2.4875,-266.5,-960.5,-146.625,1007.5125,31.977,89.5586,600
0.545,-1.525,-156.1125,-2.6625,-265.625,-959.25,-120.375,1002.6003,31.977,89.5586,600
0.546,-2.425,-156.4625,-2.725,-286.75,-970.875,-159.5,1024.8239,31.9727,89.5509,600
0.547,-2.675,-156.7125,-2.8875,-235.375,-1012.25,-244.75,1067.6863,31.9813,89.5663,600
0.548,-1.7625,-157.0875,-2.7375,-194.125,-1035.25,-276.75,1089.0444,31.977,89.5586,600
